"Year","District","Trespass","Theft","Battery","Narcotics","Assualt","Robbery","OtherOffense","Deceptive","CriminalDmg","Burglary","SexOffense","Weapons","Kidnapping","Interference","SexAssualt","VehicleTheft","Prostitution","Arson","PublicPeace","ChildrenOffense","Liquor","Intimidation","Stalking","Gambling","NonCriminal","Obscenity","PublicIndecency","Narcotic","Homicide","CCViolation","Trafficking","Ritualism","Domestic","Total"
2003,"District 3",910,3651,5396,2305,1863,971,1918,449,2753,1199,97,186,50,14,116,1046,93,47,80,231,18,26,23,91,0,1,1,0,33,0,0,0,0,23568
2003,"District 20",312,2054,1436,640,484,246,640,359,964,354,39,29,11,8,24,325,41,9,137,50,52,6,13,16,0,0,0,0,8,0,0,0,0,8257
2003,"District 17",299,3545,2072,777,694,429,1061,449,2067,937,81,76,32,14,43,951,143,27,82,70,68,7,11,25,0,2,0,0,12,0,0,0,0,13974
2003,"District 9",598,4337,4585,2841,1593,828,1439,594,3213,1732,142,277,27,13,81,1335,620,88,181,177,90,26,5,63,0,2,1,0,46,0,0,0,0,24934
2003,"District 2",1508,4846,5536,3381,1665,1157,1499,592,2490,1296,76,195,25,16,94,1121,372,31,64,131,27,25,11,64,0,0,0,0,19,0,0,0,0,26241
2003,"District 19",1047,6744,2678,1222,900,627,1396,1264,2244,1676,148,67,18,18,60,722,253,19,115,77,131,9,8,26,0,0,0,0,12,0,0,0,0,21481
2003,"District 1",1661,6814,1762,835,800,315,1225,1176,963,346,68,48,9,13,24,456,31,7,127,30,36,21,11,6,0,1,0,0,7,0,0,0,0,16792
2003,"District 15",331,2230,4549,6649,1209,795,1161,226,1745,556,65,307,14,15,79,705,292,34,85,113,39,9,5,86,0,0,0,0,31,0,0,0,0,21330
2003,"District 11",710,3357,6100,9561,1670,1096,1343,342,2201,767,84,409,22,33,89,1120,582,42,110,143,32,13,16,115,0,0,0,0,57,0,0,0,0,30014
2003,"District 22",346,2830,2839,1355,1034,510,1336,418,2051,792,72,165,52,19,59,657,30,28,97,148,38,18,14,28,0,1,1,0,21,0,0,0,0,14959
2003,"District 14",333,5526,3205,1491,1168,836,1072,550,2436,1421,105,173,31,25,74,1178,531,50,128,94,91,14,8,23,0,1,0,0,31,0,0,0,0,20595
2003,"District 31",0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2003,"District 21",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003,"District 13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,"District 23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"District 8",79,653,582,69,186,166,273,206,488,296,8,37,4,9,9,264,3,6,15,33,3,2,2,0,1,3,1,0,7,3,0,0,0,3408
2017,"District 10",63,344,526,211,163,126,194,70,263,99,8,78,0,9,12,104,1,2,22,25,3,2,0,0,1,0,0,0,7,0,0,0,0,2333
2017,"District 12",60,872,366,37,148,113,136,184,322,174,9,15,0,3,18,168,4,2,10,12,6,1,2,1,0,0,0,0,6,1,0,0,0,2670
2017,"District 18",74,1186,322,36,92,63,71,353,168,66,6,7,2,6,20,77,0,2,11,2,8,2,5,1,0,0,1,0,2,0,0,0,0,2583
2017,"District 7",65,279,581,155,225,119,239,75,276,109,8,83,2,20,14,86,32,6,29,29,1,1,0,1,0,1,0,0,11,0,0,0,0,2447
2017,"District 25",57,536,474,101,194,158,232,172,333,249,10,44,0,10,20,281,0,10,18,19,2,2,0,0,0,0,0,0,4,0,0,0,0,2926
2017,"District 6",109,561,693,110,273,146,279,134,334,134,2,86,2,11,19,135,0,5,23,39,1,0,4,1,0,0,0,0,12,0,0,0,0,3113
2017,"District 5",54,336,439,75,202,98,252,81,256,129,4,43,2,29,11,86,27,7,10,22,1,2,2,1,1,1,0,0,8,0,0,0,0,2179
2017,"District 4",62,393,661,60,239,107,235,124,352,133,8,65,4,12,20,140,0,9,13,30,3,2,5,0,0,0,0,0,5,1,1,0,0,2684
2017,"District 24",59,345,240,21,112,45,94,99,196,99,7,9,0,5,12,66,1,0,9,13,0,2,2,0,0,1,0,0,2,0,0,0,0,1439
2017,"District 16",78,386,252,35,107,45,152,186,197,144,12,9,1,3,6,95,2,2,11,9,1,1,0,0,0,1,0,0,1,5,0,0,0,1741
2017,"District 3",60,367,536,49,201,159,197,105,299,143,3,51,0,6,17,107,1,2,12,29,0,1,4,0,0,0,0,0,6,0,0,0,0,2355
2017,"District 20",32,221,133,10,53,29,42,101,94,39,4,7,0,3,11,38,0,0,3,2,2,0,1,0,0,0,0,0,1,0,0,0,0,826
2017,"District 17",27,425,244,21,72,68,98,108,175,88,6,8,0,0,9,109,1,7,4,11,0,1,0,1,0,0,0,0,1,0,0,0,0,1484
2017,"District 9",61,421,392,94,161,121,189,106,330,144,13,42,0,20,6,107,2,10,8,24,2,3,1,0,0,1,0,0,10,0,0,0,0,2268
2017,"District 2",60,489,427,41,172,91,166,136,244,87,7,20,1,7,12,89,0,4,8,24,3,3,2,0,1,2,0,0,6,0,0,0,0,2102
2017,"District 19",76,763,297,19,109,71,118,247,185,137,8,8,0,2,20,86,1,1,9,6,2,0,4,0,0,0,0,0,1,1,0,0,0,2171
2017,"District 1",110,1269,279,20,129,72,100,393,140,42,7,4,0,1,13,49,4,0,16,5,7,0,1,0,1,0,0,0,0,0,0,0,0,2662
2017,"District 15",36,257,454,167,161,106,152,84,231,80,3,44,0,16,11,108,0,4,10,21,0,2,1,1,0,1,0,0,12,0,0,0,0,1962
2017,"District 11",97,384,648,651,220,195,240,105,307,99,5,111,5,30,13,159,93,9,31,24,3,2,1,5,1,0,0,0,17,0,0,0,0,3455
2017,"District 22",30,325,286,34,104,61,154,112,206,109,5,37,3,6,3,69,0,2,16,20,2,0,1,0,0,0,0,0,3,1,0,0,0,1589
2017,"District 14",55,746,260,27,95,113,74,143,237,151,9,7,1,0,9,117,0,5,5,10,2,0,0,0,0,0,0,0,1,0,0,0,0,2067
2017,"District 31",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2017,"District 21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"District 13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"District 23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
